5,0.25,0.8643243774163193,1.4423491526762104
5,0.25,0.9020316331141957,2.0894865683179185
5,0.25,0.906784056295292,4.518599243362794
5,0.25,0.881949229642711,9.43215236452622
5,0.25,0.853539447982436,48.19189669666468
5,0.25,0.8325394037059962,438.1017228361713
5,0.25,0.8347490496105758,9598.0845292325
5,0.25,0.826676060639024,9463.106973203545
5,0.25,0.8335497400598663,23456.83746556848
5,0.25,0.8267551739606296,29812.246554577356
5,0.25,0.8328167657525907,142777.19985860738
5,0.25,0.8268018758743797,242308.89486815088
5,0.25,0.8643243774163193,1.4423491526762104
5,0.25,0.9020316331141957,2.0894865683179185
5,0.25,0.906784056295292,4.518599243362794
5,0.25,0.881949229642711,9.43215236452622
5,0.25,0.853539447982436,48.19189669666468
5,0.25,0.8325394037059962,438.1017228361713
5,0.25,0.8347490496105758,9598.0845292325
5,0.25,0.826676060639024,9463.106973203545
5,0.25,0.8335497400598663,23456.83746556848
5,0.25,0.8267551739606296,29812.246554577356
5,0.25,0.8328167657525907,142777.19985860738
5,0.25,0.8268018758743797,242308.89486815088
5,0.25,0.8643243774163193,1.4423491526762104
5,0.25,0.9020316331141957,2.0894865683179185
5,0.25,0.906784056295292,4.518599243362794
5,0.25,0.881949229642711,9.43215236452622
5,0.25,0.853539447982436,48.19189669666468
5,0.25,0.8325394037059962,438.1017228361713
5,0.25,0.8347490496105758,9598.0845292325
5,0.25,0.826676060639024,9463.106973203545
5,0.25,0.8335497400598663,23456.83746556848
5,0.25,0.8267551739606296,29812.246554577356
5,0.25,0.8328167657525907,142777.19985860738
5,0.25,0.8268018758743797,242308.89486815088
5,0.25,0.8643243774163193,1.4423491526762104
5,0.25,0.9020316331141957,2.0894865683179185
5,0.25,0.906784056295292,4.518599243362794
5,0.25,0.881949229642711,9.43215236452622
5,0.25,0.853539447982436,48.19189669666468
5,0.25,0.8325394037059962,438.1017228361713
5,0.25,0.8347490496105758,9598.0845292325
5,0.25,0.826676060639024,9463.106973203545
5,0.25,0.8335497400598663,23456.83746556848
5,0.25,0.8267551739606296,29812.246554577356
5,0.25,0.8328167657525907,142777.19985860738
5,0.25,0.8268018758743797,242308.89486815088
5,0.25,0.864324377358137,1.4423491524419192
5,0.25,0.9020316325632772,2.089486566731126
5,0.25,0.9067840552403104,4.518599229898731
5,0.25,0.8819492282648552,9.432152293480454
5,0.25,0.8535394462983632,48.19189593230459
5,0.25,0.8325394018023636,438.1016907873258
5,0.25,0.8347490474682825,9598.08432766829
5,0.25,0.8266760583572145,9463.106953860066
5,0.25,0.8335497379142995,23456.834592751653
5,0.25,0.8267551717810351,29812.24587566039
5,0.25,0.8328167634643322,142777.32840759226
5,0.25,0.8268018735168398,242308.41344016945
